"pff_PLAYID","pff_GAMEID","pff_GAMEDATE","pff_GAMESEASON","pff_WEEK","pff_GSISGAMEKEY","pff_GSISPLAYID","pff_QUARTER","pff_DOWN","pff_CLOCK","pff_BLITZDOG","pff_CATCHABLE","pff_DEEPPASS","pff_DEFSCORE","pff_DRAW","pff_DRIVE","pff_DRIVEPLAY","pff_GAINLOSSNET","pff_GARBAGETIME","pff_GETOFFTIME","pff_KICKYARDS","pff_NOHUDDLE","pff_NOPLAY","pff_OFFFORMATIONUNBALANCED","pff_OFFSCORE","pff_OPTION","pff_PENALTYYARDS","pff_PLAYACTION","pff_PREVIOUSPFFPLAYID","pff_RETURNYARDS","pff_SCORE","pff_SCREEN","pff_SNAPTIME","pff_SORTORDER","pff_STUNT","pff_TIMETOPRESSURE","pff_TIMETOTHROW","pff_TRICKLOOK","pff_TRICKPLAY","pff_YARDSAFTERCATCH","pff_YARDSAFTERCONTACT","pff_2MINUTE","pff_BALLCARRIER","pff_BOXPLAYERS","pff_BUNCHED","pff_CENTERPASSBLOCKDIRECTION","pff_CHECKROUTE","pff_CHIPROUTE","pff_DBDEPTH","pff_DEFFRONT","pff_DEFPERSONNEL","pff_DEFPLAYERS","pff_DEFPLAYERSRATINGS","pff_DEFSUBSTITUTIONS","pff_DEFSUCCESS","pff_DEFTEAM","pff_DISTANCE","pff_DLDROP","pff_DLTECHNIQUES","pff_DOUBLETEAM","pff_DRIVEENDEVENT","pff_DRIVEENDFIELDPOSITION","pff_DRIVEENDPLAYNUMBER","pff_DRIVESTARTEVENT","pff_DRIVESTARTFIELDPOSITION","pff_DROPBACKDEPTH","pff_DROPBACKTYPE","pff_FIELDPOSITION","pff_FIRSTCONTACT","pff_FORCEDFUMBLE","pff_FUMBLE","pff_FUMBLERECOVERY","pff_GAINLOSS","pff_GUNNERS","pff_HANGTIME","pff_HASH","pff_HASHDEF","pff_HIT","pff_HURRY","pff_INCOMPLETIONTYPE","pff_INJURED","pff_INTERCEPTION","pff_KEYPLAYERS","pff_KICKCONTACT","pff_KICKDEPTH","pff_KICKDIRACTUAL","pff_KICKDIRINTENDED","pff_KICKER","pff_KICKRESULT","pff_KICKTYPE","pff_KICKWIDTH","pff_KICKZONE","pff_LBDEPTH","pff_MISSEDTACKLE","pff_MOFOCPLAYED","pff_MOFOCSHOWN","pff_NEGATIVEPFFGRADE","pff_OFFFORMATION","pff_OFFFORMATIONGROUP","pff_OFFODDITIES","pff_OFFPERSONNEL","pff_OFFPERSONNELBASIC","pff_OFFPERSONNELSKILL","pff_OFFPLAYERS","pff_OFFPLAYERSRATINGS","pff_OFFSUBSTITUTIONS","pff_OFFSUCCESS","pff_OFFTEAM","pff_ONLOS","pff_OPERATIONTIME","pff_PASSBLOCKING","pff_PASSBREAKUP","pff_PASSCOVERAGE","pff_PASSCOVERAGE1","pff_PASSCOVERAGE2","pff_PASSCOVERAGEPLAYERS","pff_PASSDEPTH","pff_PASSDIRECTION","pff_PASSER","pff_PASSPATTERN","pff_PASSPATTERNBASIC","pff_PASSPATTERNBYPLAYER","pff_PASSRECEIVERPOSITIONTARGET","pff_PASSRECEIVERTARGET","pff_PASSRESULT","pff_PASSROUTETARGET","pff_PASSROUTETARGETGROUP","pff_PASSRUSHPLAYERS","pff_PASSRUSHRESULT","pff_PASSWIDTH","pff_PASSZONE","pff_PENALTY","pff_PISTOL","pff_PLAYACTIONFAKE","pff_PLAYENDFIELDPOSITION","pff_POAACTUAL","pff_POACHANGEREASON","pff_POAINTENDED","pff_POSITIVEPFFGRADE","pff_PRESS","pff_PRESSUREDETAIL","pff_PUMPFAKE","pff_PUNTRUSH","pff_PURSUIT","pff_QB","pff_QBMOVEDOFFSPOT","pff_QBPRESSURE","pff_QBPRESSUREALLOWED","pff_QBRESET","pff_QBSCRAMBLE","pff_RBALIGNMENT","pff_RBDEPTH","pff_RBDIRECTION","pff_RBSINBACKFIELD","pff_RETDIRECTIONINTENDED","pff_RETURNDIRECTION","pff_RETURNER","pff_RUNCONCEPT3","pff_RUNCONCEPTPRIMARY","pff_RUNCONCEPTSECONDARY","pff_RUNPASS","pff_SACK","pff_SCOREDIFFERENTIAL","pff_SHIFTMOTION","pff_SHOTGUN","pff_SPECIALTEAMSTYPE","pff_STOP","pff_STSAFETIES","pff_TACKLE","pff_TACKLEASSIST","pff_TEALIGNMENT","pff_TOUCHDOWN","pff_UNBLOCKEDPRESSURE","pff_VISE","pff_WRALIGNMENT","pff_PLAYCLOCK","pff_RUNPASSOPTION"
3368019,16555,"12/20/19",2019,"BG",76925,1730,2,2,"7:55",0,NA,0,17,0,5,2,3,0,NA,NA,0,0,0,17,1,NA,0,3368017,NA,17.17,0,NA,77,0,NA,NA,0,0,NA,3,0,"OHKS 14","6; UTST D24 (10); UTST D33 (16); UTST D41 (26); UTST D91 (27); UTST D93 (34); UTST D96 (19)","OHKS 03; OHKS 10","","","","LCB (6); SCBoL (5); SCBiL (3); FSR (13); RCB (7)","LOLB (10); LILB (16); DLT (19); RILB (26); DRT (27); ROLB (34)","5/1/05","UTST D03 (SCBoL); UTST D04 (FSR); UTST D06 (RCB); UTST D07 (LCB); UTST D21 (SCBiL); UTST D24 (LOLB); UTST D33 (LILB); UTST D41 (RILB); UTST D91 (DRT); UTST D93 (ROLB); UTST D96 (DLT)","UTST D03 (0.0); UTST D04 (0.0); UTST D06 (0.0); UTST D07 (0.0); UTST D21 (0.0); UTST D24 (0.0); UTST D33 (-0.5); UTST D41 (0.0); UTST D91 (0.0); UTST D93 (0.0); UTST D96 (0.0)","","2A","UTST",5,"","DLT (19); DRT (27)","","PUNT",49,3,"KICKOFF - RETURN",-42,NA,"",-47,"UTST D24","","","",3,"",NA,"R","L","","","","","","OHKS 67 (RG); OHKS 75 (RT); UTST D33 (LILB); UTST D96 (DLT)","",NA,"","","","","",NA,"","LOLB (0); LILB (4); RILB (4); ROLB (0)","","C","C","UTST D33","LWR^; HB-R; SRiWR; SRoWR; RWR^","1x3","","4-0-1-0","10","OHKS 02; OHKS 03; OHKS 10; OHKS 11; OHKS 23","OHKS 02 (HB-R); OHKS 03 (SRiWR); OHKS 10 (SRoWR); OHKS 11 (LWR); OHKS 14 (QB); OHKS 23 (RWR); OHKS 54 (C); OHKS 55 (LG); OHKS 67 (RG); OHKS 75 (RT); OHKS 77 (LT)","OHKS 02 (0.0); OHKS 03 (0.0); OHKS 10 (0.0); OHKS 11 (0.0); OHKS 14 (0.0); OHKS 23 (0.0); OHKS 54 (0.0); OHKS 55 (0.0); OHKS 67 (0.0); OHKS 75 (+0.5); OHKS 77 (0.0)","","2A","OHKS","OHKS 11; OHKS 23",NA,"","","1","","","",NA,"","","LWR 6(3); HB-R fl; SRiWR 0u(-2); SRoWR z; RWR z","6; -; 0; -; -","OHKS 11 6(3); OHKS 02 fl; OHKS 03 0u(-2); OHKS 10 z; OHKS 23 z","","","","","","","",NA,"","","","OHKS 02",50,"RE","","RE","OHKS 75","","",0,"","","OHKS 14",NA,"","",NA,"","HB-R","HB-R (-6)","L","1; OHKS 02 (HB-R)","","","",NA,"INSIDE ZONE","READ OPTION","R","",0,"","S","","UTST D24","","UTST D24","UTST D03","","","","","LWR^(-11.5); SRiWR(+16.5); SRoWR(+18.5); RWR^(+21.5)",25,1
3368020,16555,"12/20/19",2019,"BG",76925,1752,2,3,"7:35",0,NA,0,17,0,5,3,1,0,NA,NA,0,0,0,17,0,NA,0,3368019,NA,17.17,0,NA,78,0,NA,NA,0,0,NA,2,0,"OHKS 02","6; UTST D24 (08); UTST D33 (19); UTST D41 (31); UTST D91 (27); UTST D93 (32); UTST D96 (19)","OHKS 10; OHKS 11","","","","SSR (9); LCB (1); FS (14); SCBR (4); RCB (5)","LOLB (08); LILB (19); DLT (19); DRT (27); RLB (31); REO (32); SSR (44)","5/1/05","UTST D03 (SSR); UTST D04 (FS); UTST D06 (RCB); UTST D07 (LCB); UTST D21 (SCBR); UTST D24 (LOLB); UTST D33 (LILB); UTST D41 (RLB); UTST D91 (DRT); UTST D93 (REO); UTST D96 (DLT)","UTST D03 (0.0); UTST D04 (0.0); UTST D06 (0.0); UTST D07 (0.0); UTST D21 (0.0); UTST D24 (0.0); UTST D33 (0.0); UTST D41 (0.0); UTST D91 (0.0); UTST D93 (+1.0); UTST D96 (+0.5)","","1G","UTST",2,"","DLT (19); DRT (27); REO (32)","","PUNT",49,3,"KICKOFF - RETURN",-42,NA,"",50,"UTST D93","","","",1,"",NA,"R","L","","","","","","OHKS 55 (LG); OHKS 75 (RT); OHKS 77 (LT); UTST D33 (LILB); UTST D93 (REO); UTST D96 (DLT)","",NA,"","","","","",NA,"","LOLB (0); LILB (4); RLB (4)","","C","C","OHKS 55; OHKS 75","LWR^; SLWR; FB-L; HB-L; RWR^","2x1","TE>FB-L","3-0-1-1","11","OHKS 02; OHKS 10; OHKS 11; OHKS 13; OHKS 23","OHKS 02 (HB-L); OHKS 10 (SLWR); OHKS 11 (LWR); OHKS 13 (FB-L); OHKS 14 (QB); OHKS 23 (RWR); OHKS 54 (C); OHKS 55 (LG); OHKS 67 (RG); OHKS 75 (RT); OHKS 77 (LT)","OHKS 02 (0.0); OHKS 10 (0.0); OHKS 11 (0.0); OHKS 13 (0.0); OHKS 14 (0.0); OHKS 23 (0.0); OHKS 54 (0.0); OHKS 55 (-1.0); OHKS 67 (0.0); OHKS 75 (-0.5); OHKS 77 (0.0)","OHKS 13","3R","OHKS","OHKS 11; OHKS 23",NA,"","","3","","","",NA,"","","LWR 0(-2); SLWR z; FB-L r; HB-L r; RWR 6(5)","0; -; -; -; 6","OHKS 11 0(-2); OHKS 10 z; OHKS 13 r; OHKS 02 r; OHKS 23 6(5)","","","","","","","",NA,"","","","",49,"RE","","RE","UTST D93; UTST D96","UTST D07 > OHKS 23","",0,"","","OHKS 14",NA,"","",NA,"","HB-L; FB-L","HB-L (-6); FB-L (-2)","R","2; OHKS 02 (HB-L); OHKS 13 (FB-L)","","","",NA,"COUNTER","CROSS LEAD","R","",0,"","S","","UTST D93","","UTST D93","","","","","","SLWR(-15.5); LWR^(-15.5); RWR^(+21.5)",24,1
3368022,16555,"12/20/19",2019,"BG",76925,1774,2,4,"6:51",0,NA,0,17,0,NA,NA,41,0,1.24,41,0,0,0,17,0,NA,0,3368020,0,17.17,0,0.88,79,0,NA,NA,0,0,NA,NA,0,"UTST 16","","","","","","","","","","","","","UTST",1,"","","","",NA,NA,"",NA,NA,"",49,"","","","OHKS D08",41,"",3.7,"R","L","","","","","","","MBDR",39,"R","R","OHKS S96","RETURNED","N",45,"6R","","","","","","","","","","","","","","","","OHKS","",2.12,"","","","","","",NA,"","","","","","","","","","","","",NA,"","","","",8,"","","","","","",0,"","","",NA,"","",NA,"","EMPTY","","","","","","UTST 16",NA,"","","","",0,"","","PUNT","","","","","","","","","",1,0
3368023,16555,"12/20/19",2019,"BG",76925,1805,2,1,"6:41",0,NA,0,17,0,6,1,-2,0,NA,NA,0,0,0,17,1,NA,0,3368022,NA,17.17,0,NA,80,0,NA,NA,0,0,NA,1,0,"OHKS 14","7; UTST D03 (17); UTST D10 (12); UTST D33 (19); UTST D41 (29); UTST D42 (34); UTST D90 (17); UTST D92 (26)","","","","","SSL (7); SCBiR (5); SCBoR (5); RCB (5)","SSL (09); LEO (12); DLT (17); LILB (17); LILB (19); DRT (26); RLB (29); REO (34)","5/1/05","UTST D03 (LILB); UTST D04 (SSL); UTST D06 (RCB); UTST D07 (SCBiR); UTST D10 (LEO); UTST D21 (SCBoR); UTST D33 (LILB); UTST D41 (RLB); UTST D42 (REO); UTST D90 (DLT); UTST D92 (DRT)","UTST D03 (0.0); UTST D04 (0.0); UTST D06 (0.0); UTST D07 (0.0); UTST D10 (+0.5); UTST D21 (0.0); UTST D33 (0.0); UTST D41 (0.0); UTST D42 (0.0); UTST D90 (+0.5); UTST D92 (0.0)","DRIVE START","1G","UTST",8,"","LEO (12); DLT (17); DRT (26); REO (34)","","FIELD GOAL",5,3,"KICKOFF - RETURN",8,NA,"",8,"UTST D10","","","",-2,"",NA,"R","L","","","","","","UTST D10 (LEO); UTST D90 (DLT)","",NA,"","","","","",NA,"","LILB (5); LILB (3); RLB (3)","","O","O","","LWR^; SLoWR; SLiWR; HB-R; TE-R^","3x1","","3-0-1-1","11","OHKS 02; OHKS 03; OHKS 11; OHKS 13; OHKS 23","OHKS 02 (HB-R); OHKS 03 (SLiWR); OHKS 11 (LWR); OHKS 13 (TE-R); OHKS 14 (QB); OHKS 23 (SLoWR); OHKS 54 (C); OHKS 55 (LG); OHKS 67 (RG); OHKS 75 (RT); OHKS 77 (LT)","OHKS 02 (0.0); OHKS 03 (0.0); OHKS 11 (0.0); OHKS 13 (0.0); OHKS 14 (0.0); OHKS 23 (0.0); OHKS 54 (0.0); OHKS 55 (0.0); OHKS 67 (0.0); OHKS 75 (0.0); OHKS 77 (0.0)","DRIVE START","3R","OHKS","OHKS 11; OHKS 13",NA,"","","0","","","",NA,"","","LWR 99; SLoWR 6(3); SLiWR r; HB-R r; TE-R r","9; 6; -; -; -","OHKS 11 99; OHKS 23 6(3); OHKS 03 r; OHKS 02 r; OHKS 13 r","","","","","","","",NA,"","","","",10,"RG","","RG","UTST D10; UTST D90","","",0,"","","OHKS 14",NA,"","",NA,"","HB-R","HB-R (-6)","R","1; OHKS 02 (HB-R)","","","",NA,"MAN","SPEED OPTION","R","",0,"","S","","UTST D10","","UTST D10","UTST D90","R","","","","LWR^(-21.5); SLoWR(-15.5); SLiWR(-10.5)",17,1
3368024,16555,"12/20/19",2019,"BG",76925,1827,2,2,"5:55",0,NA,0,17,0,6,2,5,0,NA,NA,0,0,0,17,1,NA,0,3368023,NA,17.17,0,NA,81,0,NA,NA,0,0,NA,6,0,"OHKS 14","6; UTST D10 (21); UTST D33 (18); UTST D41 (36); UTST D42 (33); UTST D90 (22); UTST D92 (09)","","","","","SSL (9); SSR (7); SSR (7); LCB (5); RCB (6)","SSL (02); LEO (09); LILB (18); MLB (21); NT (22); REO (33); RLB (36); SSR (40); SSR (44)","5/1/05","UTST D03 (SSR); UTST D04 (SSL); UTST D06 (RCB); UTST D07 (LCB); UTST D10 (MLB); UTST D21 (SSR); UTST D33 (LILB); UTST D41 (RLB); UTST D42 (REO); UTST D90 (NT); UTST D92 (LEO)","UTST D03 (0.0); UTST D04 (0.0); UTST D06 (0.0); UTST D07 (0.0); UTST D10 (+0.5); UTST D21 (0.0); UTST D33 (0.0); UTST D41 (0.0); UTST D42 (0.0); UTST D90 (+0.5); UTST D92 (0.0)","","2A","UTST",10,"","LEO (09); NT (22); REO (33)","","FIELD GOAL",5,3,"KICKOFF - RETURN",8,NA,"",10,"UTST D90","","","",5,"",NA,"R","L","","","","","","OHKS 14 (QB); OHKS 55 (LG); OHKS 67 (RG); OHKS 75 (RT); UTST D10 (MLB); UTST D90 (NT); UTST D90 (NT); UTST D92 (LEO)","",NA,"","","","","",NA,"","LILB (4); MLB (3); RLB (4)","UTST D90","O","O","OHKS 55; OHKS 67","LWR^; TE-L; HB-L; FB-R; RWR^","2x1","WR>FB-R","3-0-1-1","11","OHKS 02; OHKS 03; OHKS 11; OHKS 13; OHKS 23","OHKS 02 (HB-L); OHKS 03 (FB-R); OHKS 11 (LWR); OHKS 13 (TE-L); OHKS 14 (QB); OHKS 23 (RWR); OHKS 54 (C); OHKS 55 (LG); OHKS 67 (RG); OHKS 75 (RT); OHKS 77 (LT)","OHKS 02 (0.0); OHKS 03 (0.0); OHKS 11 (0.0); OHKS 13 (0.0); OHKS 14 (+0.5); OHKS 23 (0.0); OHKS 54 (0.0); OHKS 55 (-1.0); OHKS 67 (-0.5); OHKS 75 (0.0); OHKS 77 (0.0)","","2A","OHKS","OHKS 11; OHKS 23",NA,"","","RZ","","","",NA,"","","","","","","","","","","","",NA,"","","","",5,"MR","FORCED","LG","OHKS 14; UTST D10; UTST D90","","",0,"","","OHKS 14",NA,"","",NA,"","HB-L; FB-R","HB-L (-6); FB-R (-5)","L","2; OHKS 02 (HB-L); OHKS 03 (FB-R)","","","",NA,"POWER","INVERTED;READ OPTION","R","",0,"OHKS 03* (L:B)","S","","UTST D92","","UTST D92","","L","","","","LWR^(-21.5); RWR^(+20.5)",3,0
3368025,16555,"12/20/19",2019,"BG",76925,1856,2,3,"5:15",1,1,0,17,0,6,3,0,0,NA,NA,0,0,0,17,0,NA,0,3368024,NA,17.17,0,NA,82,0,1,1.1,0,0,NA,NA,0,"","6; UTST D33 (20); UTST D41 (30); UTST D51 (09); UTST D91 (25); UTST D93 (34); UTST D96 (16)","","L","","","LCB (3); SCBL (5); SCBiR (3); SCBoR (5); RCB (5)","LEO (09); DLT (16); LILB (20); DRT (25); RLB (30); REO (34)","5/1/05","UTST D03 (LCB); UTST D04 (SCBiR); UTST D06 (RCB); UTST D07 (SCBL); UTST D21 (SCBoR); UTST D33 (LILB); UTST D41 (RLB); UTST D51 (LEO); UTST D91 (DRT); UTST D93 (REO); UTST D96 (DLT)","UTST D03 (0.0); UTST D04 (0.0); UTST D06 (0.0); UTST D07 (0.0); UTST D21 (0.0); UTST D33 (0.0); UTST D41 (0.0); UTST D51 (0.0); UTST D91 (0.0); UTST D93 (0.0); UTST D96 (0.0)","UTST D51; UTST D91; UTST D93; UTST D96","1G","UTST",5,"1; UTST D91","LEO (09); DLT (16); DRT (25); REO (34)","","FIELD GOAL",5,3,"KICKOFF - RETURN",8,6,"SD",5,"","","","",NA,"",NA,"R","L","","UTST D96","DP","","","OHKS 14 (QB); OHKS 23 (SRWR); UTST D07 (SCBL); UTST D96 (DLT)","",NA,"","","","","",NA,"","LILB (2); RLB (4)","","O","O","OHKS 23","LWR; SLoWR; SLiWR^; SRWR^; RWR","3x2","HB>RWR","4-0-1-0","10","OHKS 02; OHKS 03; OHKS 10; OHKS 11; OHKS 23","OHKS 02 (RWR); OHKS 03 (SLiWR); OHKS 10 (SLoWR); OHKS 11 (LWR); OHKS 14 (QB); OHKS 23 (SRWR); OHKS 54 (C); OHKS 55 (LG); OHKS 67 (RG); OHKS 75 (RT); OHKS 77 (LT)","OHKS 02 (0.0); OHKS 03 (0.0); OHKS 10 (0.0); OHKS 11 (0.0); OHKS 14 (+0.5); OHKS 23 (-1.0); OHKS 54 (0.0); OHKS 55 (0.0); OHKS 67 (0.0); OHKS 75 (0.0); OHKS 77 (0.0)","OHKS 10","3R","OHKS","OHKS 03; OHKS 23",NA,"5; OHKS 54 (C); OHKS 55 (LG); OHKS 67 (RG); OHKS 75 (RT); OHKS 77 (LT)","","0bd","UTST D07","","6; UTST D03; UTST D04; UTST D06; UTST D07; UTST D21; UTST D91",5,"M","OHKS 14 (QB)","LWR 99; SLoWR 6(6); SLiWR 6(6); SRWR 2(2); RWR 99","9; 6; 6; 2; 9","OHKS 11 99; OHKS 10 6(6); OHKS 03 6(6); OHKS 23 2(2); OHKS 02 99","SRWR","OHKS 23","INCOMPLETE","2(2)","2R","5; UTST D33 (LILB); UTST D41 (RLB); UTST D51 (LEO); UTST D93 (REO); UTST D96 (DLT)","HURRY",33,"4","","","",5,"","","","OHKS 14","","UTST D96 (U)",0,"","","OHKS 14",0,"UTST D96","",0,"","EMPTY","","","","","","",NA,"","","P","",0,"","S","","","","","","","","UTST D96 (R.B.O) DLT","","LWR(-22.5); SLoWR(-8.5); SLiWR^(-2.5); SRWR^(+14.5); RWR(+21.5)",18,0
3368026,16555,"12/20/19",2019,"BG",76925,1878,2,4,"5:11",0,NA,0,17,0,NA,NA,0,0,NA,22,0,0,0,17,0,NA,0,3368025,NA,17.17,0,NA,83,0,NA,NA,0,0,NA,NA,0,"","","","","","","","","","","","","","UTST",5,"","","","",NA,NA,"",NA,NA,"",5,"","","","",22,"",NA,"R","L","","","","","","","",NA,"","","OHKS S95","MADE - IR","",NA,"","","","","","","","","","","","","","","","","OHKS","",NA,"","","","","","",NA,"","","","","","","","","","","","",NA,"","","","",5,"","","","","","",0,"","","",NA,"","",NA,"","","","","","","","",NA,"","","","",0,"","","FIELD GOAL","","","","","","","","","",8,0
3368029,16555,"12/20/19",2019,"BG",76925,1897,2,0,"5:05",0,NA,0,20,0,NA,NA,38,0,NA,38,0,0,0,17,0,NA,0,3368026,NA,17.2,0,NA,84,0,NA,NA,0,0,NA,NA,0,"UTST 89","","","","","","","","","","","","","OHKS",0,"","","","",NA,NA,"",NA,NA,"",-35,"","","","",38,"",3.38,"L","R","","","","","","","",38,"R","R","OHKS S95","FAIR CATCH","P",45,"6R","","","","","","","","","","","","","","","","UTST","",NA,"","","","","","",NA,"","","","","","","","","","","","",NA,"","","","",27,"","","","","","",0,"","","",NA,"","",NA,"","","","","","","","UTST 89",NA,"","","","",-3,"","","KICKOFF","","","","","","","","","",NA,0
3368030,16555,"12/20/19",2019,"BG",76925,1913,2,1,"5:05",0,NA,0,20,0,6,1,5,0,NA,NA,0,0,0,17,0,NA,0,3368029,NA,17.2,0,NA,85,0,NA,NA,0,0,NA,3,0,"UTST 20","7; OHKS D04 (31); OHKS D08 (06); OHKS D28 (20); OHKS D34 (05); OHKS D53 (29); OHKS D97 (16); OHKS D98 (22)","","","","","FS (12); FSR (12); SCBoR (4); RCB (7)","LOLB (05); LLB (06); DLT (16); LILB (20); NT (22); RE (29); RLB (31)","3/3/05","OHKS D04 (RLB); OHKS D05 (FSR); OHKS D08 (LLB); OHKS D24 (SCBoR); OHKS D28 (LILB); OHKS D34 (LOLB); OHKS D36 (FS); OHKS D39 (RCB); OHKS D53 (RE); OHKS D97 (DLT); OHKS D98 (NT)","OHKS D04 (0.0); OHKS D05 (0.0); OHKS D08 (0.0); OHKS D24 (0.0); OHKS D28 (0.0); OHKS D34 (0.0); OHKS D36 (0.0); OHKS D39 (0.0); OHKS D53 (0.0); OHKS D97 (0.0); OHKS D98 (0.0)","DRIVE START","2A","OHKS",10,"","DLT (16); NT (22); RE (29)","","PUNT",50,9,"KICKOFF - FC",-27,NA,"",-27,"OHKS D28","","","",5,"",NA,"C","C","","","","OHKS D24","","UTST 20 (HB-R); UTST 65 (RG); UTST 75 (LG); UTST 88 (TE-R); OHKS D28 (LILB); OHKS D53 (RE); OHKS D98 (NT)","",NA,"","","","","",NA,"","LOLB (0); LLB (5); LILB (4); RLB (4)","","O","O","UTST 88","LWR^; SLoWR; SLiWR; HB-R; TE-R^","3x1","","3-0-1-1","11","UTST 11; UTST 16; UTST 20; UTST 80; UTST 88","UTST 10 (QB); UTST 11 (SLoWR); UTST 16 (SLiWR); UTST 20 (HB-R); UTST 58 (C); UTST 65 (RG); UTST 72 (LT); UTST 75 (LG); UTST 78 (RT); UTST 80 (LWR); UTST 88 (TE-R)","UTST 10 (0.0); UTST 11 (0.0); UTST 16 (0.0); UTST 20 (+0.5); UTST 58 (0.0); UTST 65 (0.0); UTST 72 (0.0); UTST 75 (0.0); UTST 78 (0.0); UTST 80 (0.0); UTST 88 (-0.5)","DRIVE START","2A","UTST","UTST 80; UTST 88",NA,"","","4","","","",NA,"","","LWR z; SLoWR z; SLiWR 0u(-4); HB-R r; TE-R r","-; -; 0; -; -","UTST 80 z; UTST 11 z; UTST 16 0u(-4); UTST 20 r; UTST 88 r","","","","","","","",NA,"","","","",-32,"LG","","LG","UTST 20","","",0,"","","UTST 10",NA,"","",NA,"","HB-R","HB-R (-5)","L","1; UTST 20 (HB-R)","","","",NA,"COUNTER","CROSS LEAD","R","",-3,"UTST 20 (B:B); UTST 88 (L:Rx)","S","","","","OHKS D34","OHKS D28","R","","","","LWR^(-20.5); SLoWR(-14.5); SLiWR(-8.5)",5,1
3368032,16555,"12/20/19",2019,"BG",76925,1935,2,2,"4:44",0,1,0,20,0,6,2,26,0,NA,NA,0,0,0,17,0,NA,0,3368030,NA,17.2,1,NA,86,0,NA,1.9,0,0,30,1,0,"UTST 20","5; OHKS D04 (28); OHKS D28 (16); OHKS D53 (29); OHKS D97 (16); OHKS D98 (22)","","R","","","LCB (7); SCBL (9); SCBL (4); SCBR (10); SCBR (4); RCB (7)","LILB (16); DLT (16); NT (22); RILB (28); RE (29)","3/4/04","OHKS D01 (SCBL); OHKS D04 (RILB); OHKS D05 (SCBR); OHKS D08 (LCB); OHKS D28 (LILB); OHKS D34 (SCBR); OHKS D36 (SCBL); OHKS D39 (RCB); OHKS D53 (RE); OHKS D97 (DLT); OHKS D98 (NT)","OHKS D01 (-0.5); OHKS D04 (0.0); OHKS D05 (0.0); OHKS D08 (0.0); OHKS D28 (-0.5); OHKS D34 (0.0); OHKS D36 (-1.0); OHKS D39 (0.0); OHKS D53 (0.0); OHKS D97 (0.0); OHKS D98 (0.0)","OHKS D01","3R","OHKS",5,"","DLT (16); NT (22); RE (29)","","PUNT",50,9,"KICKOFF - FC",-27,9,"SD",-32,"OHKS D08","","","",26,"",NA,"C","C","","","","","","UTST 20 (HB-L); UTST 58 (C); UTST 65 (RG); OHKS D01 (SCBL); OHKS D28 (LILB); OHKS D36 (SCBL)","",NA,"","","","","",NA,"","LILB (4); RILB (4)","OHKS D36","O","O","OHKS D01; OHKS D28; OHKS D36","LWR^; SLWR; HB-L; SRWR; RWR^","2x2","TE>SRWR","3-0-1-1","11","UTST 11; UTST 16; UTST 20; UTST 80; UTST 88","UTST 10 (QB); UTST 11 (LWR); UTST 16 (SLWR); UTST 20 (HB-L); UTST 58 (C); UTST 65 (RG); UTST 72 (LT); UTST 75 (LG); UTST 78 (RT); UTST 80 (RWR); UTST 88 (SRWR)","UTST 10 (0.0); UTST 11 (0.0); UTST 16 (0.0); UTST 20 (+0.5); UTST 58 (0.0); UTST 65 (+0.5); UTST 72 (0.0); UTST 75 (0.0); UTST 78 (0.0); UTST 80 (0.0); UTST 88 (0.0)","","1G","UTST","UTST 11; UTST 80",NA,"5; UTST 58 (C); UTST 65 (RG); UTST 72 (LT); UTST 75 (LG); UTST 78 (RT)","","4","OHKS D01","","8; OHKS D01; OHKS D04; OHKS D05; OHKS D08; OHKS D28; OHKS D34; OHKS D36; OHKS D39",-4,"M","UTST 10 (QB)","LWR 8(13); SLWR 9y; HB-L h0(-4); SRWR 9y; RWR 8(13)","8; 9; H0; 9; 8","UTST 11 8(13); UTST 16 9y; UTST 20 h0(-4); UTST 88 9y; UTST 80 8(13)","HB-L","UTST 20","COMPLETE","h0(-4)","H0","3; OHKS D53 (RE); OHKS D97 (DLT); OHKS D98 (NT)","",33,"4","","","",42,"","","","UTST 20; UTST 65","","",0,"","","UTST 10",0,"","",0,"","HB-L","HB-L (-6)","","1; UTST 20 (HB-L)","","","",NA,"","","P","",-3,"","S","","","","OHKS D08","","","","","","LWR^(-18.5); SLWR(-9.5); SRWR(+9.5); RWR^(+16.5)",36,0
